# IrisCard/SetPositionList

RIGHT:&edit(,noicon){SetPositionListを編集};

**セット位置索引 [#setposition]
//本ページでは、武器、服、胸のイリスカードを記述

***武器 [#weapon]
|~No.|~名称|~レア度|~属性|~ベクトル|~備考|
|AC39-6100|[[御魂・ナナイ>IrisCard/NormalIrisCard#AC39-6100]]|&COLOR(#0000ff){''UC''};|BGCOLOR(#FFCCCC):火|-|武器も可|
|AC39-7030|[[フェネアン＆シュレム>IrisCard/NormalIrisCard#AC39-7030]]|''C''|-|[[仲間との絆>Iris/Explanation#tb_tiesOfFriend]]|武器も可|
|AC40-0020|[[リーン>IrisCard/ExIrisCard1#AC40-0020]]|&COLOR(#FF0099){''SR''};|-|[[パートナーの信頼>Iris/Explanation#tb_trustOfPartner]]||
|AC40-1030|[[シュタイン博士を守れ！>IrisCard/ExIrisCard1#AC40-1030]]|&COLOR(#ffa500){''R''};|-|[[コンバットエンジニア>Iris/Explanation#tb_CombatEngineer]]|武器も可|
|AC40-2020|[[ドガを正気に戻せ！>IrisCard/ExIrisCard1#AC40-2020]]|&COLOR(#0000ff){''UC''};|-|[[灰燼の招手>Iris/Explanation#tb_kaijin]]||
|AC40-3050|[[統括ＤＥＭの討伐>IrisCard/ExIrisCard1#AC40-3050]]|''C''|BGCOLOR(#CC99FF):闇|[[コンビネーションアドバンス>Iris/Explanation#tb_combinationAdvance]]||
|AC40-3080|[[飛行型ＤＥＭを破壊しろ！>IrisCard/ExIrisCard1#AC40-3080]]|''C''|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|~|~|~|~|[[機械種族アドバンテージ>Iris/Explanation#tb_MachineAdvantage]]|~|

***胸 [#acce]
|~No.|~名称|~レア度|~属性|~ベクトル|~備考|
|LEFT:|CENTER:|CENTER:|CENTER:55|CENTER:|CENTER:150|c
|AC00-0001|[[君と僕のイリス>IrisCard/NormalIrisCard#AC00-0001]]|&COLOR(#ff0000){''SP''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]|武器/服も可|
|AC00-0002|[[悠久の楽園>IrisCard/NormalIrisCard#AC00-0002]]|&COLOR(#ff0000){''SP''};|-|[[悠久の楽園>Iris/Explanation#tb_rakuen]]|武器/服も可|
|AC00-0003|[[お祭り！タイニー神輿>IrisCard/NormalIrisCard#AC00-0003]]|&COLOR(#ff0000){''SP''};|-|[[お祭り！タイニー神輿>Iris/Explanation#tb_mikoshi]]|武器/服も可|
|AC00-0004|[[三人娘のお出迎え>IrisCard/NormalIrisCard#AC00-0004]]|&COLOR(#ff0000){''SP''};|BGCOLOR(BLACK):COLOR(WHITE):ALL|CENTER:-|武器/服も可|
|AC00-0005|[[偽りの神と機械の記憶>IrisCard/NormalIrisCard#AC00-0005]]|&COLOR(#ff0000){''SP''};|-|[[偽りの神と機械の記憶>Iris/Explanation#tb_SAGA10]]|武器/服も可|
|AC00-0006|[[天空のオープンカフェ>IrisCard/NormalIrisCard#AC00-0006]]|&COLOR(#ff0000){''SP''};|-|[[天空のオープンカフェ>Iris/Explanation#tb_opencafe]]|武器/服も可|
|AC00-0007|[[ＥＣＯカー「プリムラ」>IrisCard/NormalIrisCard#AC00-0007]]|&COLOR(#ff0000){''SP''};|-|[[ＥＣＯカー「プリムラ」>Iris/Explanation#tb_ecocar]]|武器/服も可|
|AC00-0008|[[あそびにいくヨ！>IrisCard/NormalIrisCard#AC00-0008]]|&COLOR(#ff0000){''SP''};|-|[[あそびにいくヨ！>Iris/Explanation#tb_asobiniikuyo]]|武器/服も可|
|AC00-0009|[[超キティラー冒険者、見月陽夜子>IrisCard/NormalIrisCard#AC00-0009]]|&COLOR(#ff0000){''SP''};|-|[[超キティラー・陽夜子>Iris/Explanation#tb_KittySP]]||
|AC00-0010|[[メイド・ヒロインズ>IrisCard/NormalIrisCard#AC00-0010]]|&COLOR(#ff0000){''SP''};|-|[[ヒロインズパーティ>Iris/Explanation#tb_heroineparty]]|武器/服も可|
|AC00-0011|[[みんなで転生しちゃおう！>IrisCard/NormalIrisCard#AC00-0011]]|&COLOR(#ff0000){''SP''};|-|[[みんなで転生しちゃおう！>Iris/Explanation#tb_trans_cp]]|武器/服も可|
|AC00-0012|[[仲良しノービス＆プルルとポリン>IrisCard/NormalIrisCard#AC00-0012]]|&COLOR(#ff0000){''SP''};|-|[[仲良しノービス>Iris/Explanation#tb_nakayoshiNovice]]|武器/服も可|
|AC00-0013|[[ロッテのおもちゃ！とネコマタ>IrisCard/NormalIrisCard#AC00-0013]]|&COLOR(#ff0000){''SP''};|-|[[ヒロインズパーティ>Iris/Explanation#tb_heroineparty]]|武器/服も可|
|AC00-0014|[[ロッテのおもちゃ！とタイニー>IrisCard/NormalIrisCard#AC00-0014]]|&COLOR(#ff0000){''SP''};|-|[[ロッテのおもちゃ！>Iris/Explanation#tb_lotteomocha]]|武器/服も可|
|AC00-0015|[[拓かれる大地>IrisCard/NormalIrisCard#AC00-0015]]|&COLOR(#ff0000){''SP''};|-|[[フェスティバル！>Iris/Explanation#tb_pazdra]]|武器/服も可|
|AC00-0016|[[ストライクウィッチーズ>IrisCard/NormalIrisCard#AC00-0016]]|&COLOR(#ff0000){''SP''};|-|[[ストライクウィッチーズ>Iris/Explanation#tb_strikeWitches]]||
|AC00-0017|[[魔法少女まどか☆マギカ>IrisCard/NormalIrisCard#AC00-0017]]|&COLOR(#ff0000){''SP''};|-|[[魔法少女まどか☆マギカ>Iris/Explanation#tb_madoka1]]|武器/服も可|
|AC00-0018|[[まどか☆マギカ>IrisCard/NormalIrisCard#AC00-0018]]|&COLOR(#ff0000){''SP''};|-|[[まどか☆マギカ>Iris/Explanation#tb_madoka2]]|武器/服も可|
|AC00-0019|[[ティティルのサポート>IrisCard/NormalIrisCard#AC00-0019]]|&COLOR(#ff0000){''SP''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]|武器/服も可|
|~|~|~|~|[[ジャイアントキリング>Iris/Explanation#tb_gkilling]]|~|
|~|~|~|~|[[ヒロインズパーティ>Iris/Explanation#tb_heroineparty]]|~|
|AC00-0021|[[にしこくん>IrisCard/NormalIrisCard#AC00-0021]]|&COLOR(#ff0000){''SP''};|-|[[にしこくん>Iris/Explanation#tb_nishiko]]|武器/服も可|
|AC00-0022|[[ＭＩＮＤ≒０>IrisCard/NormalIrisCard#AC00-0022]]|&COLOR(#ff0000){''SP''};|-|[[ＭＩＮＤ≒０>Iris/Explanation#tb_mindzero]]|武器/服も可|
|AC00-0023|[[なんでもECO！ザ・ワールド>IrisCard/NormalIrisCard#AC00-0023]]|&COLOR(#ff0000){''SP''};|-|[[真心の絆>Iris/Explanation#tb_tiesofcordiality]]|武器/服も可|
|~|~|~|~|[[みんなの思い出>Iris/Explanation#tb_everybodysRecollections]]|~|
|AC00-0024|[[「劇場版モーレツ宇宙海賊」>IrisCard/NormalIrisCard#AC00-0024]]|&COLOR(#ff0000){''SP''};|-|[[モーレツ宇宙海賊>Iris/Explanation#tb_moretsu]]|武器/服も可|
|AC00-0025|[[『電波教師』からの使者>IrisCard/NormalIrisCard#AC00-0025]]|&COLOR(#ff0000){''SP''};|-|[[電波教師>Iris/Explanation#tb_ultimateTeacher]]|武器/服も可|
|AC00-0026|[[荒木光太郎>IrisCard/NormalIrisCard#AC00-0026]]|&COLOR(#ff0000){''SP''};|-|[[ECO×電波教師>Iris/Explanation#tb_ecoUltimateTeacher]]|武器/服も可|
|AC01-3040|[[夢を見るアリス>IrisCard/ExIrisCard0#AC01-3040]]|''C''|-|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]||
|AC01-6030|[[下町の平穏な日々>IrisCard/NormalIrisCard#AC01-6030]]|&COLOR(#0000ff){''UC''};|-|[[パッケージの心得>Iris/Explanation#tb_packag]]||
|AC01-7070|[[プルル>IrisCard/NormalIrisCard#AC01-7070]]|''C''|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]||
|AC01-7080|[[アーチン>IrisCard/NormalIrisCard#AC01-7080]]|''C''|-|[[パッケージの心得>Iris/Explanation#tb_packag]]||
|AC02-1020|[[機関車>IrisCard/ExIrisCard0#AC02-1020]]|&COLOR(#ffa500){''R''};|-|[[ジャイアントキリング>Iris/Explanation#tb_gkilling]]||
|AC02-1030|[[アンデッド城>IrisCard/ExIrisCard0#AC02-1030]]|&COLOR(#ffa500){''R''};|-|[[ウェポンビルダー>Iris/Explanation#tb_weapon]]||
|AC02-2040|[[クローラーキャリアー>IrisCard/ExIrisCard0#AC02-2040]]|&COLOR(#0000ff){''UC''};|-|[[パッケージの心得>Iris/Explanation#tb_packag]]||
|AC02-3040|[[ギルド商人>IrisCard/ExIrisCard0#AC02-3040]]|''C''|-|[[パッケージの心得>Iris/Explanation#tb_packag]]|限定　職業BP系|
|AC02-3090|[[城塞都市ウェストフォート>IrisCard/ExIrisCard0#AC02-3090]]|''C''|-|[[アーマービルダー>Iris/Explanation#tb_armor]]||
|AC03-0010|[[結城 望>IrisCard/ExIrisCard0#AC03-0010]]|&COLOR(#ffa500){''R''};|-|[[トレスパス>Iris/Explanation#tb_trespass]]||
|AC03-0040|[[夜羽子・アシュレイ>IrisCard/ExIrisCard0#AC03-0040]]|&COLOR(#ffa500){''R''};|-|[[ヴァンパイア・ハイブリッド>Iris/Explanation#tb_vampireHybrid]]||
|AC03-1020|[[厳島 美鈴>IrisCard/ExIrisCard0#AC03-1020]]|&COLOR(#0000ff){''UC''};|-|[[現巫女>Iris/Explanation#tb_utsutsuNoMiko]]||
|AC03-1030|[[ジリアン・マキャフリー>IrisCard/ExIrisCard0#AC03-1030]]|&COLOR(#0000ff){''UC''};|-|[[サイレントウィッチ>Iris/Explanation#tb_silentWitch]]||
|AC03-1050|[[ソフィー・ラスタバン>IrisCard/ExIrisCard0#AC03-1050]]|&COLOR(#0000ff){''UC''};|-|[[ドラゴンナイト>Iris/Explanation#tb_dragonKnight]]||
|AC03-2060|[[アムビエル>IrisCard/ExIrisCard0#AC03-2060]]|''C''|-|[[大天使>Iris/Explanation#tb_archangel]]||
|AC04-0020|[[ダーリンとハニー>IrisCard/ExIrisCard0#AC04-0020]]|&COLOR(#FF0099){''SR''};|-|[[深愛の絆>Iris/Explanation#tb_shinai]]||
|AC04-3010|[[マシンナリー>IrisCard/ExIrisCard0#AC04-3010]]|''C''|-|[[パッケージの心得>Iris/Explanation#tb_packag]]|限定　職業BP系|
|AC04-3070|[[飛空庭>IrisCard/ExIrisCard0#AC04-3070]]|''C''|-|[[パッケージの心得>Iris/Explanation#tb_packag]]||
|~|~|~|~|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]|~|
|AC04-6010|[[ゆめみのたびびと>IrisCard/NormalIrisCard#AC04-6010]]|&COLOR(#0000ff){''UC''};|-|[[基礎技術力強化>Iris/Explanation#tb_spup]]||
|AC04-6020|[[ナニカガスムイエ>IrisCard/NormalIrisCard#AC04-6020]]|&COLOR(#0000ff){''UC''};|-|[[基礎知力強化>Iris/Explanation#tb_mpup]]||
|AC04-6030|[[都市攻防戦>IrisCard/NormalIrisCard#AC04-6030]]|&COLOR(#0000ff){''UC''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]||
|AC04-6040|[[ダンプティーアイランド>IrisCard/NormalIrisCard#AC04-6040]]|&COLOR(#0000ff){''UC''};|-|[[ジャイアントキリング>Iris/Explanation#tb_gkilling]]||
|AC04-7020|[[4月（お花見）>IrisCard/NormalIrisCard#AC04-7020]]|''C''|-|[[基礎技術力強化>Iris/Explanation#tb_spup]]||
|AC04-7030|[[5月（カーネーション）>IrisCard/NormalIrisCard#AC04-7030]]|''C''|-|[[基礎知力強化>Iris/Explanation#tb_mpup]]||
|AC04-7080|[[10月（ハロウィン）>IrisCard/NormalIrisCard#AC04-7080]]|''C''|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]||
|AC05-2040|[[アンブレラ>IrisCard/ExIrisCard0#AC05-2040]]|&COLOR(#0000ff){''UC''};|-|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]|服も可|
|AC05-1010|[[仕入れ屋のドガ>IrisCard/ExIrisCard0#AC05-1010]]|&COLOR(#ffa500){''R''};|-|[[唸る大胸筋>Iris/Explanation#tb_kyoukin]]||
|AC05-1020|[[肝っ玉母ちゃん>IrisCard/ExIrisCard0#AC05-1020]]|&COLOR(#ffa500){''R''};|-|[[斬鉄の心得>Iris/Explanation#tb_zantetu]]||
|AC05-1030|[[アルカナの支配者達>IrisCard/ExIrisCard0#AC05-1030]]|&COLOR(#ffa500){''R''};|-|[[マジックバースト>Iris/Explanation#tb_magic]]|限定　職業SU系|
|AC05-3010|[[ポスティーノ>IrisCard/ExIrisCard0#AC05-3010]]|''C''|-|[[絶投の極意>Iris/Explanation#tb_zettou]]|限定　武器の種別：投擲|
|AC06-1010|[[ヘブンリーガーデン>IrisCard/NormalIrisCard#AC06-1010]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[豊作>Iris/Explanation#tb_housaku]]|~|
|AC06-1030|[[木漏れ日の中で>IrisCard/NormalIrisCard#AC06-1030]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[慈愛の加護>Iris/Explanation#tb_jiai]]|~|
|AC06-1040|[[エリーナとマリオネット>IrisCard/NormalIrisCard#AC06-1040]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[基礎技術力強化>Iris/Explanation#tb_spup]]|~|
|AC06-1090|[[ヴァレリア特☆製スープ！>IrisCard/NormalIrisCard#AC06-1090]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[基礎体力強化>Iris/Explanation#tb_hpup]]|~|
|AC06-1110|[[デコイ>IrisCard/NormalIrisCard#AC06-1110]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[慈愛の加護>Iris/Explanation#tb_jiai]]|~|
|AC06-1130|[[しあわせをまねくねこ>IrisCard/NormalIrisCard#AC06-1130]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[慈愛の加護>Iris/Explanation#tb_jiai]]|~|
|AC06-1150|[[マンドラ3匹>IrisCard/NormalIrisCard#AC06-1150]]|''C''|-|[[みんつく>Iris/Explanation#tb_mintsuku]]|武器/服も可|
|~|~|~|~|[[豊作>Iris/Explanation#tb_housaku]]|~|
|AC07-0010|[[フシギなメイドさん>IrisCard/ExIrisCard0#AC07-0010]]|&COLOR(#FF0099){''SR''};|-|[[運搬の心得>Iris/Explanation#tb_Unpan]]|服も可|
|~|~|~|~|[[深愛の絆>Iris/Explanation#tb_shinai]]|~|
|AC07-0020|[[夢の中のティタ>IrisCard/ExIrisCard0#AC07-0020]]|&COLOR(#FF0099){''SR''};|-|[[時空の導き手>Iris/Explanation#tb_Zikuu]]|服も可|
|AC07-2050|[[ウィザード>IrisCard/ExIrisCard0#AC07-2050]]|''C''|-|[[魔法の心得>Iris/Explanation#tb_Mahou]]|武器も可|
|AC07-2130|[[ノービス>IrisCard/ExIrisCard0#AC07-2130]]|''C''|-|[[初心の心得>Iris/Explanation#tb_Syosin]]||
|AC08-0010|[[あんず>IrisCard/ExIrisCard0#AC08-0010]]|&COLOR(#FF0099){''SR''};|-|[[ボ、ボク男の子だよぅ>Iris/Explanation#tb_otokomusume]]||
|AC08-2010|[[ネコマタ（桃）との出会い>IrisCard/ExIrisCard0#AC08-2010]]|&COLOR(#0000ff){''UC''};|-|[[運搬の心得>Iris/Explanation#tb_Unpan]]||
|AC08-2020|[[ギルド元宮のガイドさん>IrisCard/ExIrisCard0#AC08-2020]]|&COLOR(#0000ff){''UC''};|-|[[クリプティックフォース>Iris/Explanation#tb_crypticforce]]||
|AC08-3060|[[ノーザン男僧兵>IrisCard/ExIrisCard0#AC08-3060]]|''C''|-|[[攻撃の心得>Iris/Explanation#tb_Kogeki]]||
|AC08-3070|[[ノーザン女僧兵>IrisCard/ExIrisCard0#AC08-3070]]|''C''|-|[[守りの心得>Iris/Explanation#tb_Mamori]]||
|~|~|~|~|[[マジックバースト>Iris/Explanation#tb_magic]]|~|
|AC08-3090|[[氷結の坑道事件>IrisCard/ExIrisCard0#AC08-3090]]|''C''|-|[[流水の心得>Iris/Explanation#tb_ryuusui]]||
|AC09-1020|[[ライオウ>IrisCard/ExIrisCard0#AC09-1020]]|&COLOR(#ffa500){''R''};|-|[[白銀の護手>Iris/Explanation#tb_hakugin]]||
|AC09-1030|[[ぴよぴよぷぷぷ>IrisCard/ExIrisCard0#AC09-1030]]|&COLOR(#ffa500){''R''};|-|[[マジックブレイズン>Iris/Explanation#tb_Magic_b]]||
|AC09-2010|[[ネコマタ（山吹）との出会い>IrisCard/ExIrisCard0#AC09-2010]]|&COLOR(#0000ff){''UC''};|-|[[ショートレンジバースト>Iris/Explanation#tb_Srange]]||
|~|~|~|~|[[斬鉄の心得>Iris/Explanation#tb_zantetu]]|~|
|AC09-2020|[[ネコマタ（藍）との出会い>IrisCard/ExIrisCard0#AC09-2020]]|&COLOR(#0000ff){''UC''};|-|[[深愛の絆>Iris/Explanation#tb_shinai]]||
|~|~|~|~|[[ロングレンジバースト>Iris/Explanation#tb_Lrange]]|~|
|AC09-3010|[[アイアンシティ警備兵>IrisCard/ExIrisCard0#AC09-3010]]|''C''|-|[[耐久の心得>Iris/Explanation#tb_taikyuu]]||
|AC09-3040|[[大工場社長>IrisCard/ExIrisCard0#AC09-3040]]|''C''|-|[[インテグレーション>Iris/Explanation#tb_integration]]||
|AC09-3050|[[武具融合システム>IrisCard/ExIrisCard0#AC09-3050]]|''C''|-|[[インテグレーション>Iris/Explanation#tb_integration]]|武器も可|
|AC09-3060|[[紋章紙と冒険者>IrisCard/ExIrisCard0#AC09-3060]]|''C''|-|[[アサルトブレイズン>Iris/Explanation#tb_assault_b]]||
|AC09-3090|[[ぼったくり商人>IrisCard/ExIrisCard0#AC09-3090]]|''C''|-|[[漆黒の徨手>Iris/Explanation#tb_sikkoku]]||
|AC10-0010|[[アイドルの卵、猫村いろは>IrisCard/ExIrisCard0#AC10-0010]]|&COLOR(#FF0099){''SR''};|-|[[プラチナキティラー>Iris/Explanation#tb_PlatinumKittira]]|服も可|
|AC10-0020|[[ロックシンガー、リオ>IrisCard/ExIrisCard0#AC10-0020]]|&COLOR(#FF0099){''SR''};|-|[[歌にかける情熱>Iris/Explanation#tb_utajounetu]]|武器も可|
|AC10-1010|[[フシギなＤＪ、水無瀬シズク>IrisCard/ExIrisCard0#AC10-1010]]|&COLOR(#ffa500){''R''};|-|[[KM８６．０>Iris/Explanation#tb_KM86]]|服も可|
|AC10-1020|[[トレジャーハンター、蘭道鈴>IrisCard/ExIrisCard0#AC10-1020]]|&COLOR(#ffa500){''R''};|-|[[キティラー・マイスター>Iris/Explanation#tb_KittiraMeister]]|服も可|
|AC10-1030|[[花屋のお姉さん、一花麗流>IrisCard/ExIrisCard0#AC10-1030]]|&COLOR(#ffa500){''R''};|-|[[”きゃわわ♪”なお花>Iris/Explanation#tb_kyawawa]]|服も可|
|AC10-2010|[[魔法使い見習い、橘みかん>IrisCard/ExIrisCard0#AC10-2010]]|&COLOR(#0000ff){''UC''};|-|[[見習い魔法使い>Iris/Explanation#tb_minaraiWizard]]|武器も可|
|AC10-3020|[[農ドル、山邑カリナ>IrisCard/ExIrisCard0#AC10-3020]]|''C''|-|[[大豊作>Iris/Explanation#tb_bhousaku]]||
|AC10-3030|[[リオ>IrisCard/ExIrisCard0#AC10-3030]]|''C''|-|[[歌にかける情熱>Iris/Explanation#tb_utajounetu]]|服も可|
|AC10-3040|[[橘みかん>IrisCard/ExIrisCard0#AC10-3040]]|''C''|-|[[見習い魔法使い>Iris/Explanation#tb_minaraiWizard]]|服も可|
|AC10-3050|[[水無瀬シズク>IrisCard/ExIrisCard0#AC10-3050]]|''C''|-|[[KM８６．０>Iris/Explanation#tb_KM86]]|武器も可|
|AC10-3060|[[海賊娘、マール・キサラギ>IrisCard/ExIrisCard0#AC10-3060]]|''C''|-|[[ラクーンフォート>Iris/Explanation#tb_RaccoonFort]]||
|AC10-3070|[[真宮・エリー・つばさ>IrisCard/ExIrisCard0#AC10-3070]]|''C''|-|[[アーマービルダー>Iris/Explanation#tb_armor]]||
|AC11-0010|[[マーシャの商人修行>IrisCard/ExIrisCard0#AC11-0010]]|&COLOR(#FF0099){''SR''};|-|[[マーキュリーの喝采>Iris/Explanation#tb_Mercury]]||
|AC11-1010|[[ネコマタ（茜）との出会い>IrisCard/ExIrisCard0#AC11-1010]]|&COLOR(#ffa500){''R''};|-|[[深愛の絆>Iris/Explanation#tb_shinai]]||
|AC11-1020|[[故郷を見つめる少年>IrisCard/ExIrisCard0#AC11-1020]]|&COLOR(#ffa500){''R''};|-|[[スティグマータ>Iris/Explanation#tb_stigmata]]||
|AC11-2010|[[ネコマタ（菫）との出会い>IrisCard/ExIrisCard0#AC11-2010]]|&COLOR(#0000ff){''UC''};|-|[[白銀の護手>Iris/Explanation#tb_hakugin]]||
|AC11-2040|[[アルケー>IrisCard/ExIrisCard0#AC11-2040]]|&COLOR(#0000ff){''UC''};|-|[[クリプティックフォース>Iris/Explanation#tb_crypticforce]]||
|AC11-3010|[[お手伝いハレルヤと飛空庭>IrisCard/ExIrisCard0#AC11-3010]]|''C''|-|[[運搬の心得>Iris/Explanation#tb_Unpan]]||
|AC11-3050|[[バックパッカーマスター代理達>IrisCard/ExIrisCard0#AC11-3050]]|''C''|-|[[マーキュリーの喝采>Iris/Explanation#tb_Mercury]]||
|AC11-3090|[[飛空庭に憧れる少年>IrisCard/ExIrisCard0#AC11-3090]]|''C''|-|[[初心の心得>Iris/Explanation#tb_Syosin]]||
|AC12-1020|[[パーティザン>IrisCard/ExIrisCard0#AC12-1020]]|&COLOR(#ffa500){''R''};|-|[[マーズの賛助>Iris/Explanation#tb_Mars]]||
|AC12-1030|[[マーメイドのすみか>IrisCard/ExIrisCard0#AC12-1030]]|&COLOR(#ffa500){''R''};|-|[[流水の心得>Iris/Explanation#tb_ryuusui]]||
|AC12-2020|[[胡桃・若菜との出会い>IrisCard/ExIrisCard0#AC12-2020]]|&COLOR(#0000ff){''UC''};|-|[[漆黒の徨手>Iris/Explanation#tb_sikkoku]]||
|~|~|~|~|[[白銀の護手>Iris/Explanation#tb_hakugin]]|~|
|AC12-2030|[[マスター・タートル>IrisCard/ExIrisCard0#AC12-2030]]|&COLOR(#0000ff){''UC''};|-|[[ロックオン>Iris/Explanation#tb_LockOn]]||
|AC12-3090|[[天まで続く塔の前にて>IrisCard/ExIrisCard0#AC12-3090]]|''C''|-|[[マーズの賛助>Iris/Explanation#tb_Mars]]||
|AC13-0010|[[夢の中のプリムラ>IrisCard/NormalIrisCard#AC13-0010]]|&COLOR(#FF0099){''SR''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]||
|~|~|~|~|[[基礎知力強化>Iris/Explanation#tb_mpup]]|~|
|~|~|~|~|[[基礎技術力強化>Iris/Explanation#tb_spup]]|~|
|AC13-1020|[[ダウンタウンのソーサラー>IrisCard/NormalIrisCard#AC13-1020]]|&COLOR(#ffa500){''R''};|-|[[慈愛の加護>Iris/Explanation#tb_jiai]]||
|~|~|~|~|[[マジックプラス>Iris/Explanation#tb_masicPlus]]|~|
|AC13-2010|[[次元断層とディム博士>IrisCard/NormalIrisCard#AC13-2010]]|&COLOR(#0000ff){''UC''};|-|[[基礎体力強化>Iris/Explanation#tb_hpup]]||
|~|~|~|~|[[基礎知力強化>Iris/Explanation#tb_mpup]]|~|
|AC13-3010|[[地下浄水施設の蟻と百足>IrisCard/NormalIrisCard#AC13-3010]]|''C''|-|[[アーマープラス>Iris/Explanation#tb_armorPlus]]||
|AC13-3020|[[アップタウンのトレーダー>IrisCard/NormalIrisCard#AC13-3020]]|''C''|-|[[パッケージの心得>Iris/Explanation#tb_packag]]||
|AC13-3090|[[大陸の洞窟とストライカー>IrisCard/NormalIrisCard#AC13-3090]]|''C''|-|[[ウェポンプラス>Iris/Explanation#tb_weaponPlus]]||
|AC14-0020|[[レジスタンス傭兵>IrisCard/ExIrisCard0#AC14-0020]]|&COLOR(#FF0099){''SR''};|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|AC14-1010|[[エミルドラゴン（竜）>IrisCard/ExIrisCard0#AC14-1010]]|&COLOR(#ffa500){''R''};|-|[[スティグマータ>Iris/Explanation#tb_stigmata]]|武器も可|
|AC14-1030|[[グンバール教官と訓練生たち>IrisCard/ExIrisCard0#AC14-1030]]|&COLOR(#ffa500){''R''};|-|[[体力強化>Iris/Explanation#tb_tairyoku]]||
|~|~|~|~|[[アサルトブレイズン>Iris/Explanation#tb_assault_b]]|~|
|AC14-2020|[[ネコマタ（新緑）との出会い>IrisCard/ExIrisCard0#AC14-2020]]|&COLOR(#0000ff){''UC''};|-|[[アサルトブレイズン>Iris/Explanation#tb_assault_b]]||
|AC14-2030|[[難民の姉妹>IrisCard/ExIrisCard0#AC14-2030]]|&COLOR(#0000ff){''UC''};|-|[[ラクーンフォート>Iris/Explanation#tb_RaccoonFort]]||
|AC14-2040|[[シュタイン博士>IrisCard/ExIrisCard0#AC14-2040]]|&COLOR(#0000ff){''UC''};|-|[[技術力強化>Iris/Explanation#tb_gijutu]]||
|AC14-3020|[[戦の調律者>IrisCard/ExIrisCard0#AC14-3020]]|''C''|-|[[知力強化>Iris/Explanation#tb_tiryoku]]||
|AC15-0010|[[Ｘ－１とＤＥＭ－Ｓ・Ｆｉｒｅ>IrisCard/ExIrisCard0#AC15-0010]]|&COLOR(#FF0099){''SR''};|-|[[デスパレートアヴォイド>Iris/Explanation#tb_DesperateAvoid]]|武器も可|
|AC15-0020|[[白と黒（擬人化）>IrisCard/ExIrisCard0#AC15-0020]]|&COLOR(#FF0099){''SR''};|-|[[ヴィーナスの歌声>Iris/Explanation#tb_Venus]]||
|AC15-1010|[[黒（擬人化）>IrisCard/ExIrisCard0#AC15-1010]]|&COLOR(#ffa500){''R''};|-|[[アドニスの技量>Iris/Explanation#tb_Adonis]]|武器も可|
|AC15-1030|[[Ｘ－１>IrisCard/ExIrisCard0#AC15-1030]]|&COLOR(#ffa500){''R''};|-|[[アドニスの技量>Iris/Explanation#tb_Adonis]]||
|AC15-2010|[[桃（擬人化）>IrisCard/ExIrisCard0#AC15-2010]]|&COLOR(#0000ff){''UC''};|-|[[運搬の心得>Iris/Explanation#tb_Unpan]]||
|AC15-2020|[[ＦＭ７７７７>IrisCard/ExIrisCard0#AC15-2020]]|&COLOR(#0000ff){''UC''};|-|[[トップブリーダーの心得>Iris/Explanation#tb_topBreeder]]||
|AC15-2040|[[胡桃と若菜（擬人化）>IrisCard/ExIrisCard0#AC15-2040]]|&COLOR(#0000ff){''UC''};|-|[[マジックブレイズン>Iris/Explanation#tb_Magic_b]]||
|AC15-3070|[[新緑（擬人化）>IrisCard/ExIrisCard0#AC15-3070]]|''C''|-|[[マーズの賛助>Iris/Explanation#tb_Mars]]||
|AC15-3080|[[ＤＥＭ－レッドハンド>IrisCard/ExIrisCard0#AC15-3080]]|''C''|-|[[ロックオン>Iris/Explanation#tb_LockOn]]||
|AC15-3090|[[ＴＯＰＡＲＴＳ>IrisCard/ExIrisCard0#AC15-3090]]|''C''|-|[[インテグレーション>Iris/Explanation#tb_integration]]||
|AC16-0010|[[ベリアルとリーダー>IrisCard/ExIrisCard0#AC16-0010]]|&COLOR(#FF0099){''SR''};|-|[[フロントライン>Iris/Explanation#tb_Front]]|武器も可|
