# PetList/Ride

#author("2017-04-07T17:40:56+00:00","","")
#include(Pet/PetMenu,notitle)
*パートナー一覧表 （ライドパートナー） [#y7d2e06b]
#contents

--&color(#0000ff){パラメーターは、06/10/1までに掲示板・コメントで記載されたものを反映しています。&br;仕様変更があったため、育てた時期によっては1～2の差が出ることがあるので参考として下さい。&br;上限に達したかは%%転生の際のパラメーター上昇で判断するといいでしょう。%% 数字の色が緑色になったかで判断できます。};
--パラメーターは、レイアウトの関係で英語表記としています。
---パラメーターの表示順序はゲーム内の説明と同じです。
---初期パラメーターのうち、&color(#a0a0a0){''灰色で表示''};されたものは旧隠しステータスであり、数値が不正確である場合があります。確定したもののみ黒で表示に戻してください。
--07/02/23にパートナーのHP回復アイテムが統合されました。
---「ピュアエナジー」「大人の回復薬」「バードケーキ」「鉱油」「樹液」⇒「ペットフード」に統合。14/07/24に「パートナーフード」に改名・
--07/10/12にペットのステータス調整が実施されました。
--13/06/27に各種隠しステータスの通常表示化、及び、カウントストップ・ステータス値の緑字表示化の仕様変更が行われました。
--13/12/26より飛空庭に設置が可能になりました。設置後右クリックでポーズを変えることができます。
--14/07/24に「ペット」から「パートナー」にカテゴリ名が変更されました。
プレイヤー間では未だペットと呼ぶ人も少なくないが、総じて「パートナー」の事を指す。


//修正値反映完了パートナー：ネコマタ緑、ネコマタ杏、青ドラゴ
//（上昇したパラメーターはとりあえず赤字にしています。パラメーターを更新された方は、上の日付の変更もお願いします。）

**ライドパートナー [#xbf16ef7]

***[[ライドクローラー>#RC]] [#q42355cd]
|CENTER:128|CENTER:120|CENTER:90|CENTER:80|CENTER:70|CENTER:390|c
|~画像|~固有命令スキル&br;習得可能職業|~初期&br;パラメーター|~成長&br;(転生前)((黒は限界値が確定していると思われるパラメーター、灰色はまだ限界値が確定していないと思われるパラメーターです。))|~説明と入手法|h
***ウィングトラック [#tbab5ef4]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/wingtrack.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1000&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+40};|［４人乗り］&br;&br;荷室に何が積んであるかは秘密&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧、右手の&br;順番に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「バレンタインライブ」|

***ハネムーン気球 [#q215a536]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/kikyuu.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;あまり高くは飛べない熱気球の一種&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;胸アクセサリーに憑依しているお友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「ハネムーンバカンス」|

***夢境のゴンドラ [#b2010cd4]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/gondora.JPG,nolink,124x117);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;&color(#a0a0a0){+0};&br;+111&br;&color(#a0a0a0){+0};&br;+129&br;+48&br;&color(#a0a0a0){+0};&br;+84&br;+45&br;&color(#a0a0a0){+0};&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［４人乗り］&br;&br;４人乗りのゴンドラ&br;シナモンが船頭となってゴンドラを漕いでくれます&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ドラマCD連動イベント&br;&br;Vol.1特典「壊れた船体」、Vol.2特典「ほつれたぬいぐるみ」を揃え、タイニーアイランド・湖畔のティタに話しかけると開始|

***くるくるティータイム [#h629a953]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/KurukuruTeaTime.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;二人乗りできるティーカップ&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOプレイチケット第10弾|

***カーニバルの飛行船 [#gkanikj1]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/hikousen.jpg,nolink,128x128);|なし|HP:?&br;ATK:?&br;M.ATK:?&br;DEF:?&br;M.DEF:?&br;S.HIT:?&br;L.HIT:?&br;M.HIT:?&br;S.AVOID:?&br;L.AVOID:?&br;M.RST:?&br;CRITICAL:?&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［４人乗り］&br;&br;４人乗りの飛行船&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧、右手の&br;順番に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ「ハートメイトカーニバル」|

***ゴシック風馬車 [#g122580d]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/gothiccarriage.jpg,nolink,128x128);|なし|HP:350&br;ATK:45&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|［３人乗り］&br;&br;3人乗りできるゴシック風馬車。&br;胸アクセサリーに憑依しているお友達と一緒に乗ることが出来る。&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧の順番に２人まで乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリー憑依してるキャラクターは隣座席に、鎧に憑依しているキャラクターは馬に騎乗して表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「プリティ・サーヴァント！」|

***クラシック・カー [#classic]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/classic_car.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;レトロ調で古き良き時代を感じさせる車&br;胸アクセサリー装備に憑依したものを一緒に乗せることができる&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「スイートフレンチ＆クラシック」|

***海賊船・マーチャント号 [#PirateShip]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/Pirate_Ship.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［４人乗り］&br;&br;海賊が使う、大きな帆船&br;&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧、右手の順番に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「パイレーツ・クロニクル」|

***メリーゴーランド [#b04b1aaf]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/merry-go-round.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|［３人乗り］&br;&br;３人乗りできる回転木馬&br;胸アクセサリーと &br;右手に憑依しているお友達が &br;馬に乗ることができる。&br;&br;&color(#ff8000){胸アクセサリー、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「ふぁん☆ふぁん　ファンフェアー！」|

***みんなの鍋 [#aa494486]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/Minna_no_nabe.jpg,nolink,128x128);|なし|HP:350&br;ATK:35&br;M.ATK:45&br;DEF:45&br;M.DEF:25&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:130&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|［４人乗り］&br;&br;グツグツ煮込んだ鍋が&br;食欲をそそる&br;みんなと一緒に入ると楽しい……？&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手に憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「ドキドキ・クッキング！」|

***サークルＫサンクス気球 [#circlek0]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/circleksunkus_kikyuu.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:30&br;L.HIT:25&br;M.HIT:20&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:30&br;&br;{C.AVOID:4};&br;{A.SPD:150};&br;{C.SPD:130};&br;{RCV:120};&br;{M.RCV:1};&br;{S.RCV:0};|+540&br;+196&br;+129&br;+111&br;+54&br;+110&br;+70&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;熱気球の一種、&br;サークルＫサンクスのロゴと&br;ユニフォームカラーが施されている&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br; ＥＣＯ×ＬＯＴＴＥ サークルＫサンクス限定&br;通常商品コース|


**ＤＥＭ [#kef3cb50] 
***ＤＥＭ・キマイラフォーム [#ja3d961b]
-パートナーではなくＤＥＭキャラクタ、[[キマイラフォーム>DEM#Kimaira]]を参照
//質問スレにあった騎乗パートナーと間違えて探しに来た人用です

**コメント（Wikiの編集が苦手な方はこちらに） [#comment]
COLOR(red){コメント欄はゲーム内容を質問する場ではありません。}質問等は[[''こちら''>Tutorial#rdccae80]]にどうぞ。
&color(#0000ff){ステータスを報告する場合は、パートナーの種類（転生している場合は転生回数）、ステータス名、ステータス値を記入して下さい。};
#pcomment
